951	1608	1
2023	1822	0
694	557	1
2446	136	1
1096	4723	1
3225	900	1
155	2067	0
3403	2971	0
1608	7915	0
2395	4640	0
6330	4667	0
1746	520	1
963	6022	0
4614	4709	0
874	7360	0
209	4434	0
2527	2044	0
4702	755	1
2070	110	1
397	4523	0
2928	297	1
1021	6045	1
553	3618	0
3211	3436	0
330	8148	1
6791	2294	1
856	7231	0
5256	274	1
4700	2451	0
445	1429	1
235	2555	1
2840	1858	1
3883	2904	1
6784	1769	1
4762	2259	1
25	614	1
1101	2024	1
7308	72	1
7846	3601	0
6937	4398	0
3170	3720	1
614	6340	0
2097	1831	1
1508	4247	0
5502	242	0
2519	2504	1
700	70	1
2313	2312	1
4826	2669	0
2073	2743	0
4359	5706	1
2555	1246	0
3724	342	1
4435	4572	0
7871	7060	0
3613	6889	0
305	7934	0
5385	6697	1
1700	92	0
1243	776	0
308	4842	1
5484	7305	1
1289	7493	1
188	4634	1
3004	2866	1
561	5273	0
213	6381	0
86	2273	1
1410	6577	0
1166	3051	1
4360	5682	0
2700	1596	1
1174	2734	0
343	2814	0
2798	2349	1
3076	5581	0
4484	2320	0
443	5579	0
6543	1822	1
4979	6085	0
2350	3229	1
1425	3413	0
3495	6408	0
3470	6749	0
7441	359	1
135	6242	0
489	3371	1
530	4154	1
2345	2876	1
6683	248	1
586	1087	0
4380	1361	0
3625	8005	0
1159	3520	1
3876	4130	1
270	2988	1
3075	3872	1
202	6766	1
5786	7359	0
2497	3856	0
206	2789	0
1097	1602	1
201	7077	0
2433	2925	0
5890	2023	1
590	493	0
2127	3949	1
528	1016	1
4079	3093	0
1633	1577	0
3370	311	1
2189	7394	0
845	6803	0
5312	8162	1
2043	5839	0
6579	5834	0
3722	5340	1
1209	3665	0
397	4003	0
1154	367	0
34	885	0
1668	1632	1
5898	3691	1
1576	7259	1
3400	4172	1
273	6255	0
2700	2642	0
2233	105	1
112	4881	0
1061	697	1
158	5880	0
981	5271	0
7249	2251	0
2719	2255	0
3066	2216	0
547	2104	1
2247	1890	1
74	7783	0
2115	2327	1
1883	6835	0
4367	3552	1
5659	7403	0
2171	530	1
4163	4534	0
7628	1568	1
3433	7167	0
3382	476	1
838	3968	0
5359	1758	1
305	5650	1
1360	2179	0
4134	4106	1
213	3359	1
2025	1667	1
932	2279	1
536	2441	1
308	4668	0
1020	68	0
4361	1039	1
1086	3643	1
4783	456	1
644	7177	0
3319	426	0
6480	334	0
2354	7419	0
68	5267	0
5005	339	1
3767	7647	0
1386	7908	0
1916	7215	0
7040	1544	1
3354	4136	0
2045	7881	0
4097	6724	0
3508	2294	0
1938	1772	1
3887	3786	0
1830	3925	0
1769	514	1
2191	1714	1
293	5934	0
4391	4780	0
270	3855	1
1023	2933	0
5	1484	1
1296	2111	1
2732	4920	1
7403	4956	0
7093	2016	1
850	1584	0
445	2159	0
5788	4259	1
1643	7550	1
1357	174	1
4141	3823	1
4755	6235	1
411	1527	1
1838	7677	0
4545	3319	0
6209	1783	0
2289	93	1
3992	2946	1
3909	6735	0
3000	2999	1
3271	2243	1
4019	4651	0
1336	1017	1
998	5641	0
1049	2441	0
2446	2757	1
7291	5797	1
2652	4051	1
1687	1430	0
4664	3274	0
5182	1382	1
5537	533	0
1086	1330	0
249	1188	0
2491	2726	0
1	976	0
332	1932	1
126	1446	0
256	6064	1
4225	3719	1
1939	917	0
16	1038	1
5233	7001	1
2347	7906	1
581	5375	0
3277	750	1
3393	1575	1
7913	2006	1
2564	7899	0
859	3691	1
3771	797	1
4262	645	0
4343	5524	0
1603	2015	0
3006	7060	1
1802	2313	1
583	51	1
297	5936	0
4333	5978	0
5961	7995	0
636	3276	0
5860	2741	1
824	6586	0
3594	1406	0
4880	2519	0
4712	2191	0
202	5605	0
7912	2531	0
2885	699	1
4066	4733	1
2514	15	1
3715	210	0
6501	4161	0
2630	4139	0
2896	6222	0
30	40	1
1715	505	0
4198	1831	1
5234	3492	1
2164	4090	0
1886	523	1
4597	3508	0
5502	5805	0
2017	7632	1
2135	105	1
950	7101	1
711	92	1
5739	7305	1
2000	6652	0
3667	1452	0
4594	2091	0
5146	3754	1
526	6507	0
908	4847	0
3303	5951	0
1042	2253	0
5102	4109	0
431	5546	1
3446	615	1
3574	966	1
6256	6751	0
586	4823	0
3961	1638	0
5676	3006	1
3284	275	0
2257	1	1
6986	750	1
1775	30	1
3078	184	1
4539	3265	0
4042	5581	0
3791	2419	1
2375	7695	0
3386	4286	0
5485	4088	1
180	7101	1
1943	3229	0
3508	2003	1
1038	3074	0
1971	7250	1
1391	3643	1
1021	976	1
741	5679	1
4590	2137	1
1749	490	1
5048	2698	1
246	4330	1
6815	1481	1
2282	2126	0
935	34	1
5695	6772	0
586	3074	0
3410	3538	1
652	2727	1
30	2291	1
1310	4308	0
1191	1850	0
5544	463	1
3525	2126	0
6907	530	1
3033	1672	1
5256	912	1
951	2576	1
232	838	1
2663	6783	0
992	692	0
800	8166	0
448	3073	1
6892	167	0
1251	1304	0
408	4616	0
3290	235	1
1672	3692	0
2609	8125	0
522	1665	0
2007	2653	1
4332	1752	1
334	2358	0
1036	1035	1
6844	332	0
2984	1085	1
2409	476	1
675	2446	0
3148	7764	1
1634	4353	1
100	2633	1
2016	543	0
3525	2207	0
2927	3342	0
67	2925	0
1839	1068	1
1519	25	1
1391	666	1
2316	6406	1
1602	2604	0
916	2639	1
1490	8	1
7500	6486	0
1172	1698	1
3339	3624	1
1669	1334	1
3243	6447	1
409	6334	0
1429	5970	0
1900	1379	0
1839	3894	1
860	6109	0
2375	865	1
2757	2338	1
5666	3820	1
7013	3410	1
609	7716	1
5896	831	0
6190	2702	1
513	2369	1
1333	3681	0
212	860	1
8007	2802	1
746	6127	0
188	4306	1
2243	793	0
6741	5360	1
1474	2458	1
788	2372	1
952	5605	0
963	101	0
2924	4092	0
1925	7913	1
5118	269	1
4418	2871	0
3145	1757	0
834	729	0
4081	7717	0
1672	3427	1
5295	772	1
267	4486	0
1927	2220	1
4681	1488	1
1819	5518	0
490	4699	0
1221	7942	0
1753	6717	0
3992	4266	1
5794	7435	0
2017	2280	1
4105	1207	0
4600	5114	1
3461	7231	0
2326	409	1
2361	3124	0
339	8157	0
6600	6252	0
370	1626	1
4469	1667	1
455	1945	0
3092	3885	1
1523	6217	0
581	5567	0
1555	1135	1
3148	1961	1
3903	7111	0
1412	4120	0
3271	7611	0
1203	3973	0
950	505	1
4826	5255	0
856	29	1
2828	4017	0
4402	3923	0
5449	4279	1
1643	4733	1
6567	6969	1
2504	4401	0
1839	4296	0
5122	2491	1
30	3359	1
4646	366	0
2133	738	1
6411	765	1
4229	6189	0
3358	4912	0
1118	5471	1
609	4640	1
5102	144	0
1689	1787	1
992	5953	1
3099	6856	1
3799	4268	1
3172	2719	0
3311	1698	1
912	4742	0
1586	6815	1
2377	6998	0
5102	456	1
3002	6696	0
3508	5476	0
6341	5462	1
2479	4903	0
3312	1720	0
4446	7158	0
2888	7344	0
949	3514	0
1502	6115	0
2776	5288	1
2198	1815	1
1328	4749	0
2686	4708	0
1568	478	1
1977	3580	0
135	2312	1
1959	4422	0
5360	7626	0
621	1	1
2782	729	0
2103	5013	0
3620	4594	0
3031	7599	0
2497	2906	1
4450	4022	0
3040	445	1
1612	2909	0
1543	2248	0
6480	671	1
5726	677	1
343	6119	0
782	1663	0
2188	5836	1
6486	3907	0
2329	3277	0
881	4540	0
5255	3472	0
5138	4777	0
3792	6261	0
1377	1357	1
2084	6824	0
2857	3108	0
4772	3429	1
954	7158	0
556	3127	1
553	7391	1
1488	670	0
992	132	1
6769	676	0
6618	6756	0
1889	4587	0
5435	3294	1
1212	2561	1
2806	5129	0
6408	5827	0
5856	834	1
1076	4510	1
2517	2336	0
169	1020	0
3845	1822	1
3935	761	0
494	3334	0
4044	3375	1
5530	2781	1
1390	1444	0
2736	712	1
121	4365	0
2159	6140	1
1203	5246	0
7912	3375	1
7378	1068	1
7380	7232	0
1905	7909	1
517	4198	1
885	8094	0
4199	7871	1
2927	2289	1
856	43	1
1749	2029	0
3994	5884	1
3964	976	0
4719	3046	0
2481	2679	0
948	5379	0
1333	3382	1
4521	4441	0
471	36	1
4011	4484	1
6317	1688	1
753	4541	1
31	1851	0
1068	1250	1
3465	3653	0
207	7961	1
3346	1576	1
1261	5891	0
350	3140	1
83	1198	0
1063	2624	0
1076	5026	1
1299	5236	1
1704	1042	1
3574	7809	0
466	836	1
490	5467	1
373	5933	0
949	768	1
2068	519	0
471	6084	0
7516	6873	0
2893	5431	0
1023	6946	0
2780	698	1
7205	2824	1
448	459	1
4784	7664	0
2856	1571	1
2991	968	1
2350	755	1
872	881	0
3327	4163	1
8003	1440	1
916	8078	0
1743	900	1
5544	1985	0
561	4859	0
7796	7635	1
3963	7482	0
5469	7783	0
223	2563	0
1672	36	1
1023	1611	1
4959	3659	1
2345	50	1
6641	4930	0
6585	7718	0
7207	3330	1
5156	343	1
4802	1385	0
4678	1370	1
2670	7952	0
4889	8129	0
1289	4547	0
636	4106	0
28	1776	1
2787	5184	0
6688	5637	0
6598	4713	1
1787	854	1
2808	873	1
134	3744	1
5987	5452	0
455	4407	1
3147	650	0
5190	4198	0
5806	892	0
1928	2950	1
2	666	1
4917	5201	0
3844	2058	1
456	3204	0
703	6840	1
3145	1652	1
4208	2988	1
866	2375	1
2371	3264	1
6824	2842	0
4875	6920	0
122	83	1
6615	3359	1
7689	1995	1
549	5120	1
2076	1175	1
3408	5986	0
1261	5911	0
4159	2111	1
1795	4499	1
4409	486	1
3028	638	1
654	83	1
2515	1510	1
305	3857	1
1608	1715	0
3863	490	1
158	4389	0
1409	996	1
1943	1036	0
332	4799	0
1176	2054	1
7384	2071	1
5984	2313	1
1490	1564	0
668	3472	0
4601	4336	0
6707	5783	0
2133	4656	0
4262	4885	1
773	4608	0
76	185	1
3765	2523	0
5066	5632	0
2213	5663	1
1662	1481	1
517	920	0
4131	2940	0
3318	537	0
1248	6579	0
2773	1921	1
2409	3906	0
583	61	0
4362	5976	0
5454	1913	0
2546	4090	1
3965	1927	1
4969	6564	0
8064	6982	1
4306	4705	0
1208	1278	0
920	347	1
445	1096	0
3789	1449	0
1169	2695	0
2592	2866	1
1898	2276	1
522	3790	0
519	5590	0
2497	651	1
2006	2467	1
7004	2301	0
1307	572	1
1514	1018	0
7191	1573	0
5556	4399	0
1096	2673	0
5552	210	1
3853	470	1
2999	3845	0
2584	7581	0
1042	265	1
3955	4281	0
3710	756	1
812	2134	1
432	6613	0
1453	459	1
305	7068	1
836	745	0
2359	1793	0
1608	6654	0
4400	7533	0
1782	356	1
3622	2449	0
4697	6061	0
6435	3419	0
152	1460	1
834	6855	0
332	6009	0
4483	3236	1
482	5324	0
2509	1135	1
3061	5554	0
2127	818	0
2153	2978	0
2384	215	0
332	1893	0
3624	5712	0
2533	7178	0
842	490	1
1987	4541	0
137	5963	0
3934	2494	1
3925	132	1
1180	4845	1
5978	3797	0
2127	3144	1
2062	4134	0
3029	845	1
445	1409	1
4628	6082	0
4746	5035	0
2719	76	1
3037	2021	0
583	4909	0
1364	3521	0
1249	2037	0
5517	5573	0
4772	1698	1
4158	132	1
5463	470	1
1200	1176	1
1928	4813	0
1529	6518	0
4601	1230	0
1672	3215	0
2127	3934	1
1695	3594	0
69	576	0
27	1219	0
2218	1354	0
1086	6269	0
1715	642	1
1063	2272	1
6901	1942	0
6382	2576	1
1617	5286	1
334	6316	1
1758	3906	0
1308	7052	0
1421	4097	0
2110	201	1
35	2481	1
270	7296	1
2898	2443	1
4443	6926	1
4790	367	1
2248	612	0
773	1068	1
6348	1475	1
637	1400	1
4554	40	1
4564	2603	1
783	6690	0
6090	395	0
1889	2776	1
5478	212	1
1588	1983	1
3092	1353	1
1510	1571	1
1365	3779	0
1241	1328	1
949	2481	1
2043	3792	1
4793	6284	0
1477	4071	1
4447	7023	0
2760	1127	1
6507	4654	0
778	2467	1
490	652	1
987	718	1
4558	18	1
6242	4985	0
7549	156	0
396	5154	1
1588	2211	0
3098	7022	0
7676	3602	0
1270	5062	0
2542	2132	1
184	2458	1
583	3461	1
4702	2269	1
3144	2704	1
3438	3127	1
848	7386	0
3414	7206	0
2612	200	1
1529	6842	0
2987	1917	0
264	1924	0
2006	1612	0
7709	5592	0
7776	2491	1
444	3739	0
2697	5234	1
2160	7304	0
6210	5716	0
6931	6409	0
600	1698	1
3000	490	1
1586	73	1
5370	3778	0
2290	470	1
5898	4100	1
5651	6558	0
6727	1794	1
2395	4755	1
4071	4202	0
1781	2922	1
4484	359	1
4760	689	1
2929	274	1
9	858	1
1888	4513	0
3582	1966	0
5051	185	1
1195	375	0
3145	502	1
3895	1888	1
5565	4240	1
158	3773	0
530	3158	0
5927	515	1
1743	1510	1
1565	2584	1
7141	5055	1
996	1070	0
3330	476	1
800	3525	1
3614	523	1
1295	565	1
3349	1519	0
3049	3299	0
935	6548	1
2523	7	0
4497	3207	0
290	2273	1
1637	1317	1
3625	214	1
2700	2250	1
2065	7676	0
2346	490	1
1609	2070	0
69	4443	0
7734	6003	0
3639	1605	1
697	3145	1
1473	3128	1
24	1698	1
6235	5384	1
788	764	1
6666	29	1
4901	7245	0
3303	6862	0
2453	2017	1
1118	650	1
1158	1709	0
2194	3802	0
472	6126	0
1491	2389	1
6967	7733	0
6307	783	1
1916	5325	1
959	6935	0
68	1019	1
3696	1693	0
82	3402	0
4450	105	1
1088	5985	1
7883	530	1
5182	520	1
1636	2057	1
5659	4081	0
3830	8036	0
4188	545	1
158	5607	0
3935	2736	0
2180	183	1
1660	3022	0
3937	916	1
2221	4935	0
685	2443	1
3112	1736	1
856	638	0
1400	3654	0
2950	564	0
5632	3860	0
6580	281	1
5248	1708	0
7946	2422	1
3488	7295	0
3848	3965	1
1295	3777	0
3211	3760	1
859	939	1
755	5888	0
2944	4908	0
4311	3282	1
5510	5489	1
2186	1334	0
2846	2945	0
6107	1502	1
5219	359	1
3266	418	0
744	3371	1
1409	2269	1
2844	2822	1
836	1190	1
1609	4075	1
2238	3952	0
2001	561	1
7075	297	1
1249	6551	0
434	8133	0
838	4799	0
5805	2098	0
3315	7963	0
974	1987	1
685	525	1
1151	3489	0
7110	727	0
3227	3711	0
2211	1293	0
7825	1555	1
2663	7779	0
3211	2725	1
1158	2636	0
1987	4789	1
1565	4187	0
654	2698	1
3524	6019	1
3563	3557	0
5478	2296	0
1360	7519	0
2062	7576	0
2388	4636	1
2904	3677	1
2154	2020	0
872	5314	0
1112	4503	0
267	490	1
5370	2510	1
6121	2991	1
396	617	1
1261	1217	1
3575	550	1
5770	2184	1
4804	4007	0
1257	2693	1
4828	1605	1
1879	4717	1
2387	3203	0
856	2802	1
332	5405	0
5182	888	1
1094	954	0
2116	1995	1
6153	689	0
3824	1654	1
2871	5303	1
1118	1093	1
7826	3645	1
3437	602	0
2584	6634	1
1362	2404	0
3323	1185	1
1453	865	0
2840	2719	1
5584	1703	1
3466	240	1
63	689	1
135	7373	0
2227	4555	0
240	202	1
675	1363	0
1129	3868	1
1752	5181	0
1076	1222	1
3391	6039	0
158	819	1
3072	7021	0
1653	7095	0
960	6231	0
2153	4480	1
544	7464	1
5570	582	1
2771	6844	0
1098	3589	1
5568	2016	1
3802	500	1
1285	70	0
4163	1137	1
1473	2074	1
2114	4212	1
4148	2715	1
843	2353	0
3810	7480	0
5283	1922	0
188	933	1
240	3116	1
744	3403	0
169	2620	1
1169	3771	1
48	6056	0
3312	4333	0
1194	3709	0
2614	1879	0
870	7228	0
2517	3090	1
1787	976	1
3092	2481	1
1123	7779	0
2384	3058	0
1597	1345	0
7330	807	1
76	2863	1
2444	6295	1
1216	618	1
35	2486	1
413	2616	1
1285	1927	1
7150	6715	1
517	5953	0
6085	235	1
1076	3623	1
2506	791	1
6496	6132	0
3227	834	1
2188	780	1
738	4909	0
5745	7852	0
1987	3145	0
1781	1769	0
4680	6522	0
2115	3502	0
704	5451	1
455	7071	0
2679	29	1
3217	7137	0
126	476	1
2485	40	1
1889	4733	1
2897	6777	0
3640	1956	1
3205	5131	1
1624	2693	1
1505	7947	0
1086	3743	0
4901	1795	1
834	6019	1
4466	6780	1
1227	4657	1
1295	50	1
3933	92	1
1353	7547	0
3563	537	1
2006	986	1
3119	666	0
2087	1238	1
1801	2435	1
4048	2057	1
6404	153	1
2350	3894	1
6974	3171	1
3868	3455	0
6857	7980	0
2466	3289	0
3302	6663	1
1420	7644	0
4693	2684	1
581	265	1
3591	1481	1
651	2477	1
1830	3982	0
3822	1599	0
2256	1270	1
4104	2302	1
1676	2769	1
403	2899	0
553	537	1
3858	2888	0
3448	6852	0
807	5625	0
2875	5415	1
6573	2410	0
1397	6683	0
6670	1966	0
7202	403	1
1527	26	1
5207	2556	1
2235	5475	0
998	2062	1
94	1438	0
1487	5834	1
6123	2652	1
2874	4297	0
6989	5987	0
553	3354	1
5210	1026	0
4481	149	1
408	3873	0
3062	7500	0
2923	1611	0
549	4943	0
3262	1782	1
3315	2577	1
2114	1743	1
1700	6101	0
6045	934	0
6730	4899	0
4611	3712	0
1943	5116	0
2329	5519	0
5438	1332	1
209	2586	0
6175	1610	0
1007	26	1
5500	123	0
2348	1865	0
4208	1182	0
7408	3609	1
834	1638	1
586	4501	1
6907	7019	0
343	3677	1
578	5318	0
4477	5976	1
2857	2240	1
6063	6837	1
185	6627	0
3203	847	0
6688	2345	0
5524	4054	0
34	3745	0
423	4801	0
4522	5896	1
4007	1027	1
5048	4909	0
5379	29	1
1373	6168	1
414	6769	0
586	3881	1
3885	661	1
584	415	1
2505	6159	1
1180	4106	1
4039	1776	1
1200	736	0
3438	2950	0
3812	305	1
5360	1715	0
284	4199	0
201	1311	0
522	7495	0
649	70	1
3089	1588	1
862	6596	1
1118	773	1
1203	311	1
3221	6077	0
402	4126	1
5744	650	1
269	1472	0
758	7001	0
4361	5474	1
2361	5028	0
1217	623	0
4558	2802	1
2403	1520	1
2809	1270	0
1275	2159	0
7542	6187	0
5338	3295	0
3148	5518	0
249	2057	1
270	4719	1
1759	1388	0
2483	6484	0
3911	27	1
3624	5813	0
1496	1661	1
1447	4081	0
586	7397	1
270	67	1
1830	3087	1
4928	1654	1
3446	689	1
537	4191	0
5797	2270	0
7070	911	1
1576	3987	1
843	677	0
3142	3976	1
1554	7562	0
6827	2585	1
916	8012	0
3661	7666	0
121	1673	1
163	5381	0
7952	2969	0
24	4273	1
1296	821	0
393	5369	1
3935	746	1
4583	2345	1
201	4883	0
2497	105	1
852	1743	1
3838	1646	0
6363	1664	0
1834	2253	0
28	3295	0
697	4131	0
2212	1539	0
1742	1936	0
5570	1135	1
3014	5683	0
1118	3219	0
328	3937	0
2019	5269	0
4977	1855	0
1409	409	1
105	6707	0
2929	2222	0
703	1194	1
1391	2371	0
2051	3058	0
563	3791	1
4848	6565	1
1014	612	1
1308	3503	0
2527	3081	0
1663	2414	0
4355	4771	0
109	4959	1
4925	4562	1
5976	3020	0
3898	490	1
992	616	1
6682	470	1
4214	6018	0
5191	6822	0
155	712	1
156	4959	0
47	2054	0
1419	6633	0
1436	3739	0
3515	4395	1
2171	2876	1
1608	1714	0
1544	858	1
5791	274	1
393	6905	0
3791	4305	0
1875	222	1
135	1326	1
2977	689	1
249	3721	1
8106	7016	0
240	4132	0
2198	3136	0
5577	1331	1
1809	2999	0
3374	78	1
756	2101	0
3053	1062	1
6336	4567	0
908	4460	0
2062	632	0
4842	150	0
2006	6277	0
5836	1942	0
7071	7701	1
5334	3698	1
3744	1135	1
1200	3371	1
706	438	0
3722	2726	0
2986	3166	1
1076	4761	0
6355	805	0
7529	8119	1
2693	5418	0
6103	5295	1
2926	2492	0
6145	3480	1
2006	5848	0
2043	541	1
951	537	0
1409	2713	0
408	6015	0
1225	3690	0
3523	2047	1
3382	537	1
2697	5791	0
2764	1391	1
1667	3284	1
2882	4824	0
1512	1605	1
3505	7477	0
2810	490	1
5710	3964	0
3463	188	1
2470	3150	0
3679	505	1
1488	557	1
2234	4828	0
2323	328	1
7521	856	1
2505	6377	0
849	2999	1
6979	1987	0
4110	5587	0
767	3046	0
2040	3058	0
6979	7736	1
1356	395	1
1881	2684	0
232	180	1
3053	1373	0
1697	869	1
5189	7030	0
7215	470	1
3027	776	0
2087	19	1
4301	1349	0
155	1497	0
1609	7285	0
1776	7452	0
642	804	1
2893	1172	1
545	2174	1
1209	2118	1
3465	2211	1
581	305	0
2323	5405	0
76	746	1
3906	5326	1
330	1349	0
638	6714	0
4617	6491	1
2589	2643	1
7474	804	1
2334	8064	0
3635	963	0
515	4731	0
1897	5706	1
3784	961	1
2584	1484	1
3525	6338	0
2012	1689	1
549	2302	1
7063	45	0
267	804	1
1618	7727	0
4651	1454	1
7155	4697	0
3323	2729	0
1899	834	1
3539	2114	1
3268	5940	0
2345	453	1
1409	486	1
4024	3311	0
1219	1576	1
3353	862	1
3876	1732	0
8124	526	1
2327	18	1
2322	6615	1
105	2349	0
1638	1857	1
3055	3700	1
1386	490	1
7475	1781	1
1505	2208	1
1576	4332	1
605	1568	1
5302	6559	1
4725	2544	0
4678	8056	0
2133	1475	1
804	1151	1
2970	6607	0
4362	4308	0
1927	90	0
7940	6728	0
6383	2336	1
6585	6358	1
3563	1713	0
5302	3628	1
2323	3524	1
3523	2900	1
2345	1134	1
2368	6835	0
2686	1584	0
7591	373	1
1215	3846	0
1373	7420	1
1127	1746	1
4901	7691	1
7913	7036	1
851	7335	0
3563	5129	0
4962	6243	1
976	7068	0
2330	112	1
235	3290	1
2323	6679	0
330	2336	1
461	525	1
5727	3765	0
5360	650	0
2755	83	1
429	3366	0
5294	4339	0
2489	1949	1
473	6172	0
4636	92	1
8106	2706	1
4017	1156	0
83	7236	0
1270	2211	1
1666	4553	0
6067	2181	0
2006	962	1
2662	2071	1
3351	1247	1
1916	5511	1
1030	851	1
899	4565	1
5040	6108	0
5920	6144	0
1565	1481	1
461	1822	1
2070	96	1
1621	1272	0
1747	5540	0
712	2649	1
4504	1135	1
158	4841	0
6409	5747	0
2287	5430	0
2552	3502	1
146	3683	0
2615	7051	0
4760	802	1
1285	3140	1
4558	3394	1
549	6107	0
1030	7348	0
698	5421	0
2692	2491	1
1977	5071	0
941	3214	1
1582	1888	0
5354	7135	0
166	1236	0
4887	4625	0
2991	7977	0
2639	1383	1
4727	6858	1
1844	1659	0
6301	6916	0
4552	2011	1
6105	2054	1
330	3348	0
2381	5803	1
1951	6235	0
1165	1976	0
270	1384	1
3410	3589	0
412	5902	0
5694	164	1
2649	2301	0
2527	6946	0
1129	490	1
2329	4488	1
3563	3117	1
3414	1917	0
5616	731	0
2068	98	0
3864	6525	0
455	3277	1
1167	3718	1
1147	6217	0
1971	5066	1
986	2773	0
703	4207	0
1912	530	1
1874	4499	0
3299	4036	1
6655	6719	0
6230	888	1
4918	666	1
3874	7322	0
3236	2750	1
5746	328	0
677	590	1
2725	2255	0
4545	3585	1
5561	5560	1
1252	4775	0
2422	1292	1
263	2456	0
2145	247	1
48	5506	0
2732	828	1
7170	3160	0
4617	5548	0
5738	4759	0
549	274	1
1858	3389	0
3679	1235	0
604	265	1
158	514	1
223	904	0
6194	1759	1
5150	804	1
596	960	1
4069	270	1
2345	2524	0
5085	598	1
985	1746	1
4400	4738	0
1952	462	0
966	2764	1
1386	96	1
1326	1142	0
1037	4699	1
576	2397	1
29	2527	1
3065	6015	1
1069	797	1
607	7177	0
1038	2270	0
519	877	1
2395	2862	1
324	2034	0
517	906	0
429	5565	1
223	7994	0
4621	3625	0
872	370	1
3364	1140	0
7	5354	0
5774	3465	0
760	3524	1
408	1171	0
572	3942	0
2110	6026	0
951	931	1
30	1980	1
1777	4654	1
522	797	1
7628	3216	1
3570	5609	0
6797	2818	1
3231	4735	0
1118	1988	1
528	586	0
4150	335	1
4266	3414	1
2903	2659	0
3632	1210	0
3261	1287	0
1409	946	0
4050	1718	1
2530	3627	0
3323	2686	1
6934	43	1
642	3788	0
2243	7946	0
3144	291	0
561	2335	0
6593	1033	1
184	73	1
3822	7088	0
2127	3337	0
3118	1079	0
4822	7642	0
1588	3830	0
1328	461	1
4522	473	1
2725	2422	0
5411	1890	1
4334	664	0
2782	126	1
4845	148	1
3145	1440	0
1491	5497	0
5256	7654	0
213	6964	0
1208	4590	1
3701	845	1
494	2639	1
1970	3646	0
2221	2835	1
360	3690	0
4456	1923	0
1127	2981	1
2007	3061	1
3158	857	1
7942	5252	0
1787	4410	0
5141	2379	0
411	769	1
3400	6046	0
3263	773	0
4330	37	1
44	756	1
797	3222	0
1268	6259	1
3993	393	1
3021	2466	0
2696	6332	0
6516	2084	1
1617	1595	0
1954	1422	1
3119	2384	1
2366	854	1
3397	5580	0
